Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Date
Madagascar,93,0,0.0,0,11.0,1.0,0.0,2020-04-19
Monaco,90,6,1.0,0,5.0,4.0,0.0,2020-04-19
Mali,87,13,7.0,0,22.0,0.0,0.0,2020-04-19
Aruba,86,4,0.0,0,27.0,0.0,1058.0,2020-04-19
French Guiana,83,0,0.0,0,43.0,1.0,0.0,2020-04-19
Liechtenstein,79,1,1.0,0,55.0,0.0,900.0,2020-04-19
Togo,76,3,3.0,0,25.0,0.0,2069.0,2020-04-19
Barbados,67,1,4.0,1,11.0,4.0,736.0,2020-04-19
Ethiopia,65,9,3.0,1,4.0,1.0,3232.0,2020-04-19
Jamaica,63,0,4.0,0,13.0,0.0,907.0,2020-04-19
Congo,60,0,5.0,0,5.0,0.0,0.0,2020-04-19
Uganda,53,0,0.0,0,0.0,0.0,3310.0,2020-04-19
French Polynesia,51,0,0.0,0,0.0,0.0,744.0,2020-04-19
Sint Maarten,50,7,8.0,2,3.0,2.0,134.0,2020-04-19
Bermuda,48,0,4.0,0,25.0,2.0,354.0,2020-04-19
Cayman Islands,45,0,1.0,0,6.0,0.0,479.0,2020-04-19
Macao,45,0,0.0,0,10.0,1.0,0.0,2020-04-19
Gabon,44,0,1.0,0,1.0,0.0,0.0,2020-04-19
Bahamas,42,1,8.0,0,5.0,1.0,0.0,2020-04-19
Zambia,40,1,2.0,1,25.0,1.0,1239.0,2020-04-19
Guyana,37,0,6.0,0,8.0,4.0,145.0,2020-04-19
Liberia,37,6,5.0,1,3.0,0.0,0.0,2020-04-19
Guinea-Bissau,36,0,0.0,0,0.0,0.0,1500.0,2020-04-19
Benin,35,9,1.0,0,5.0,0.0,0.0,2020-04-19
Eritrea,34,1,0.0,0,0.0,0.0,0.0,2020-04-19
Tanzania,32,7,3.0,2,5.0,0.0,0.0,2020-04-19
Saint Martin,32,0,2.0,0,11.0,5.0,0.0,2020-04-19
Haiti,31,1,2.0,0,0.0,0.0,365.0,2020-04-19
Myanmar,27,4,3.0,0,2.0,0.0,1406.0,2020-04-19
Libya,24,0,1.0,0,8.0,0.0,492.0,2020-04-19
Somalia,21,9,1.0,0,1.0,0.0,0.0,2020-04-19
Mozambique,20,3,0.0,0,2.0,0.0,483.0,2020-04-19
Angola,19,0,2.0,0,2.0,0.0,0.0,2020-04-19
Antigua and Barbuda,19,0,2.0,0,0.0,1.0,40.0,2020-04-19
Syria,19,0,2.0,0,4.0,0.0,0.0,2020-04-19
Maldives,19,0,0.0,0,13.0,0.0,0.0,2020-04-19
Equatorial Guinea,18,0,0.0,0,3.0,0.0,854.0,2020-04-19
New Caledonia,18,0,0.0,0,1.0,0.0,2608.0,2020-04-19
Sudan,17,2,2.0,0,2.0,0.0,0.0,2020-04-19
Dominica,16,1,0.0,0,5.0,0.0,309.0,2020-04-19
Fiji,16,1,0.0,0,0.0,0.0,0.0,2020-04-19
Laos,16,0,0.0,0,0.0,0.0,1035.0,2020-04-19
Mongolia,16,0,0.0,0,4.0,0.0,0.0,2020-04-19
Namibia,16,0,0.0,0,3.0,0.0,362.0,2020-04-19
Saint Lucia,15,1,0.0,0,1.0,0.0,0.0,2020-04-19
Curaçao,14,0,1.0,0,7.0,0.0,0.0,2020-04-19
Grenada,14,2,0.0,0,0.0,2.0,92.0,2020-04-19
Zimbabwe,13,2,3.0,0,0.0,0.0,438.0,2020-04-19
Botswana,13,0,1.0,0,0.0,0.0,1154.0,2020-04-19
Saint Kitts and Nevis,12,1,0.0,0,0.0,0.0,205.0,2020-04-19
St. Vincent Grenadines,12,0,0.0,0,1.0,0.0,56.0,2020-04-19
Eswatini,12,0,0.0,0,7.0,0.0,0.0,2020-04-19
Chad,11,0,0.0,0,2.0,0.0,0.0,2020-04-19
Greenland,11,0,0.0,0,11.0,0.0,770.0,2020-04-19
Seychelles,11,0,0.0,0,0.0,0.0,0.0,2020-04-19
Belize,10,1,2.0,1,0.0,1.0,364.0,2020-04-19
Suriname,10,0,1.0,0,4.0,0.0,0.0,2020-04-19
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-19
Malawi,9,1,1.0,0,0.0,1.0,0.0,2020-04-19
Nepal,9,0,0.0,0,1.0,0.0,3524.0,2020-04-19
Montserrat,9,0,0.0,0,0.0,1.0,36.0,2020-04-19
Turks and Caicos,8,0,1.0,0,0.0,0.0,61.0,2020-04-19
CAR,8,0,0.0,0,0.0,0.0,0.0,2020-04-19
Vatican City,8,0,0.0,0,2.0,0.0,0.0,2020-04-19
Sierra Leone,8,1,0.0,0,0.0,0.0,0.0,2020-04-19
Cabo Verde,7,0,1.0,0,1.0,0.0,0.0,2020-04-19
Mauritania,7,0,1.0,0,2.0,0.0,380.0,2020-04-19
Nicaragua,7,0,1.0,0,0.0,0.0,0.0,2020-04-19
St. Barth,6,0,0.0,0,1.0,0.0,0.0,2020-04-19
Bhutan,5,0,0.0,0,2.0,0.0,1166.0,2020-04-19
Falkland Islands,5,0,0.0,0,1.0,0.0,137.0,2020-04-19
Gambia,4,0,1.0,0,2.0,0.0,0.0,2020-04-19
Sao Tome and Principe,4,0,0.0,0,0.0,0.0,19.0,2020-04-19
South Sudan,4,1,0.0,0,0.0,0.0,0.0,2020-04-19
Western Sahara,4,0,0.0,0,0.0,0.0,0.0,2020-04-19
Anguilla,3,0,0.0,0,0.0,0.0,0.0,2020-04-19
British Virgin Islands,3,0,0.0,0,0.0,0.0,0.0,2020-04-19
Burundi,3,0,0.0,0,0.0,0.0,0.0,2020-04-19
Caribbean Netherlands,2,0,0.0,0,0.0,0.0,10.0,2020-04-19
Papua New Guinea,2,0,0.0,0,0.0,0.0,72.0,2020-04-19
Timor-Leste,2,1,0.0,0,1.0,0.0,0.0,2020-04-19
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,2020-04-19
Yemen,1,1,0.0,0,0.0,0.0,0.0,2020-04-19
China,81907,0,3336.0,0,77455.0,144.0,0.0,2020-04-19
Total:,1696284,92590,102596.0,6903,375960.0,49833.0,0.0,2020-04-19
World,1603694,85568,95693.0,7233,356437.0,49126.0,0.0,2020-04-20
China,81907,42,3336.0,1,77455.0,144.0,0.0,2020-04-20
USA,468566,33536,16691.0,1900,25928.0,10011.0,2353096.0,2020-04-20
Spain,153222,5002,15447.0,655,52165.0,7371.0,355000.0,2020-04-20
Italy,143626,4204,18279.0,610,28470.0,3605.0,853369.0,2020-04-20
Germany,118235,4939,2607.0,258,52407.0,4895.0,1317887.0,2020-04-20
France,117749,4799,12210.0,1341,23206.0,7066.0,333807.0,2020-04-20
Iran,66220,1634,4110.0,117,32309.0,3918.0,231393.0,2020-04-20
UK,65077,4344,7978.0,881,135.0,1559.0,298169.0,2020-04-20
Turkey,42282,4056,908.0,96,2142.0,1552.0,276338.0,2020-04-20
Belgium,24983,1580,2523.0,283,5164.0,1285.0,84248.0,2020-04-20
Switzerland,24051,771,948.0,53,10600.0,386.0,178500.0,2020-04-20
Netherlands,21762,1213,2396.0,148,250.0,1424.0,101534.0,2020-04-20
Canada,20765,1327,509.0,82,5311.0,518.0,370315.0,2020-04-20
Brazil,18145,1957,954.0,134,173.0,296.0,62985.0,2020-04-20
Portugal,13956,815,409.0,29,205.0,241.0,140368.0,2020-04-20
Austria,13244,302,295.0,22,5240.0,266.0,126287.0,2020-04-20
S. Korea,10423,39,204.0,4,6973.0,55.0,477304.0,2020-04-20
Russia,10131,1459,76.0,13,698.0,8.0,1004719.0,2020-04-20
Israel,9968,564,86.0,13,1011.0,166.0,117339.0,2020-04-20
Sweden,9141,722,793.0,106,205.0,719.0,54700.0,2020-04-20
India,6725,809,227.0,49,635.0,0.0,177584.0,2020-04-20
Ireland,6574,500,263.0,28,25.0,165.0,53000.0,2020-04-20
Norway,6219,177,108.0,7,32.0,78.0,121034.0,2020-04-20
Australia,6152,100,51.0,1,2987.0,81.0,330134.0,2020-04-20
Chile,5972,426,57.0,9,1274.0,360.0,68353.0,2020-04-20
Denmark,5635,233,237.0,19,1736.0,120.0,64002.0,2020-04-20
Poland,5575,370,174.0,15,284.0,160.0,107597.0,2020-04-20
Czechia,5569,257,112.0,13,301.0,96.0,106845.0,2020-04-20
Japan,5347,680,99.0,5,685.0,109.0,61498.0,2020-04-20
Peru,5256,914,138.0,17,1438.0,124.0,48465.0,2020-04-20
Romania,5202,441,248.0,28,647.0,178.0,51802.0,2020-04-20
Ecuador,4965,515,272.0,30,339.0,139.0,19102.0,2020-04-20
Pakistan,4489,226,65.0,4,572.0,31.0,44896.0,2020-04-20
Malaysia,4228,109,67.0,2,1608.0,72.0,63367.0,2020-04-20
Philippines,4076,206,203.0,21,124.0,1.0,24500.0,2020-04-20
Indonesia,3293,337,280.0,40,252.0,0.0,14354.0,2020-04-20
Saudi Arabia,3287,355,44.0,3,666.0,41.0,115585.0,2020-04-20
Mexico,3181,396,174.0,33,633.0,89.0,25410.0,2020-04-20
Luxembourg,3115,81,52.0,6,500.0,30.0,27521.0,2020-04-20
UAE,2990,331,14.0,2,268.0,1.0,593095.0,2020-04-20
Serbia,2867,201,66.0,1,118.0,127.0,12347.0,2020-04-20
Panama,2752,224,66.0,3,16.0,107.0,11776.0,2020-04-20
Finland,2605,118,42.0,2,300.0,82.0,39000.0,2020-04-20
Thailand,2423,54,32.0,2,940.0,61.0,71860.0,2020-04-20
Qatar,2376,166,6.0,0,206.0,37.0,43144.0,2020-04-20
Dominican Republic,2349,238,118.0,10,80.0,147.0,7151.0,2020-04-20
Colombia,2223,169,69.0,14,174.0,85.0,34910.0,2020-04-20
Greece,1955,71,87.0,4,269.0,79.0,33634.0,2020-04-20
South Africa,1934,89,18.0,0,95.0,7.0,68874.0,2020-04-20
Singapore,1910,287,6.0,0,460.0,29.0,65000.0,2020-04-20
Argentina,1894,99,79.0,14,365.0,96.0,14850.0,2020-04-20
Ukraine,1892,224,57.0,5,45.0,33.0,20608.0,2020-04-20
Egypt,1699,139,118.0,15,348.0,0.0,25000.0,2020-04-20
Algeria,1666,94,235.0,30,347.0,46.0,3359.0,2020-04-20
Iceland,1648,32,6.0,0,688.0,11.0,32663.0,2020-04-20
Belarus,1486,420,16.0,3,139.0,55.0,49000.0,2020-04-20
Croatia,1407,64,20.0,1,219.0,34.0,13680.0,2020-04-20
Morocco,1374,99,97.0,4,109.0,1.0,6116.0,2020-04-20
Moldova,1289,115,29.0,2,50.0,80.0,5108.0,2020-04-20
New Zealand,1239,29,1.0,0,317.0,4.0,51165.0,2020-04-20
Iraq,1232,30,69.0,0,496.0,0.0,30466.0,2020-04-20
Estonia,1207,22,24.0,0,83.0,9.0,26416.0,2020-04-20
Slovenia,1124,33,43.0,3,128.0,34.0,31813.0,2020-04-20
Hungary,980,85,66.0,8,96.0,17.0,27826.0,2020-04-20
Hong Kong,974,13,4.0,0,293.0,14.0,96709.0,2020-04-20
Lithuania,955,43,16.0,1,8.0,21.0,32809.0,2020-04-20
Azerbaijan,926,104,9.0,1,101.0,27.0,57371.0,2020-04-20
Armenia,921,40,10.0,1,138.0,30.0,5823.0,2020-04-20
Kuwait,910,55,1.0,0,111.0,22.0,0.0,2020-04-20
Bahrain,887,64,5.0,0,519.0,3.0,55096.0,2020-04-20
Bosnia and Herzegovina,858,54,35.0,1,101.0,4.0,6911.0,2020-04-20
Cameroon,803,73,12.0,2,61.0,0.0,0.0,2020-04-20
Kazakhstan,781,54,8.0,1,60.0,21.0,59371.0,2020-04-20
Diamond Princess,712,0,11.0,0,619.0,10.0,0.0,2020-04-20
Slovakia,701,19,2.0,0,23.0,5.0,21371.0,2020-04-20
North Macedonia,663,46,30.0,1,37.0,15.0,6571.0,2020-04-20
Tunisia,643,15,25.0,1,25.0,78.0,9570.0,2020-04-20
Bulgaria,618,25,24.0,0,48.0,32.0,15899.0,2020-04-20
Latvia,589,12,3.0,1,16.0,3.0,25458.0,2020-04-20
Andorra,583,19,25.0,2,58.0,17.0,1673.0,2020-04-20
Lebanon,582,6,19.0,0,67.0,29.0,12524.0,2020-04-20
Uzbekistan,582,37,3.0,0,38.0,8.0,70000.0,2020-04-20
Cyprus,564,38,10.0,1,53.0,13.0,14273.0,2020-04-20
Costa Rica,539,37,3.0,0,30.0,13.0,6298.0,2020-04-20
Cuba,515,58,15.0,3,28.0,15.0,9410.0,2020-04-20
Afghanistan,484,40,15.0,1,32.0,0.0,0.0,2020-04-20
Oman,457,38,3.0,1,109.0,3.0,0.0,2020-04-20
Uruguay,456,0,7.0,0,192.0,14.0,6175.0,2020-04-20
Ivory Coast,444,60,3.0,0,52.0,0.0,0.0,2020-04-20
Burkina Faso,443,29,24.0,1,146.0,0.0,0.0,2020-04-20
Niger,410,68,11.0,0,40.0,0.0,4251.0,2020-04-20
Albania,409,9,23.0,1,165.0,7.0,3223.0,2020-04-20
Taiwan,380,1,5.0,0,80.0,0.0,42315.0,2020-04-20
Ghana,378,65,6.0,0,3.0,2.0,12046.0,2020-04-20
Jordan,372,14,7.0,1,161.0,5.0,17000.0,2020-04-20
Réunion,362,0,0.0,0,40.0,4.0,0.0,2020-04-20
Channel Islands,361,10,8.0,0,40.0,0.0,1157.0,2020-04-20
Honduras,343,31,23.0,1,6.0,10.0,0.0,2020-04-20
Malta,337,38,2.0,1,16.0,4.0,13732.0,2020-04-20
San Marino,333,25,34.0,0,49.0,14.0,846.0,2020-04-20
Bangladesh,330,112,21.0,1,33.0,1.0,6175.0,2020-04-20
Mauritius,314,41,7.0,0,23.0,3.0,6730.0,2020-04-20
Nigeria,288,12,7.0,1,51.0,2.0,5000.0,2020-04-20
Kyrgyzstan,280,10,4.0,0,35.0,5.0,9618.0,2020-04-20
Bolivia,264,54,18.0,3,2.0,3.0,591.0,2020-04-20
Palestine,263,0,1.0,0,44.0,0.0,16068.0,2020-04-20
Vietnam,255,4,0.0,0,128.0,8.0,114241.0,2020-04-20
Montenegro,252,4,2.0,0,4.0,7.0,2329.0,2020-04-20
Senegal,250,6,2.0,0,123.0,1.0,0.0,2020-04-20
Georgia,218,7,3.0,0,51.0,6.0,3271.0,2020-04-20
Guinea,194,30,0.0,0,11.0,0.0,0.0,2020-04-20
Sri Lanka,190,1,7.0,0,49.0,5.0,3248.0,2020-04-20
Isle of Man,190,32,1.0,0,92.0,12.0,1879.0,2020-04-20
Kenya,184,5,7.0,1,12.0,2.0,5278.0,2020-04-20
Mayotte,184,0,2.0,0,26.0,4.0,1100.0,2020-04-20
Faeroe Islands,184,0,0.0,0,136.0,0.0,5299.0,2020-04-20
DRC,180,0,18.0,0,9.0,0.0,0.0,2020-04-20
Venezuela,171,4,9.0,0,84.0,6.0,139282.0,2020-04-20
Martinique,154,0,6.0,0,50.0,19.0,0.0,2020-04-20
Guadeloupe,143,2,8.0,0,67.0,13.0,0.0,2020-04-20
Djibouti,140,5,1.0,1,28.0,0.0,3399.0,2020-04-20
Brunei,135,0,1.0,0,92.0,3.0,8985.0,2020-04-20
Paraguay,124,5,5.0,0,18.0,1.0,2039.0,2020-04-20
Gibraltar,123,3,0.0,0,60.0,1.0,1511.0,2020-04-20
Cambodia,119,2,0.0,0,62.0,1.0,5768.0,2020-04-20
Rwanda,113,3,0.0,0,7.0,0.0,806.0,2020-04-20
Trinidad and Tobago,109,2,8.0,0,1.0,0.0,987.0,2020-04-20
El Salvador,103,10,6.0,1,14.0,3.0,0.0,2020-04-20
Guatemala,95,8,3.0,0,17.0,3.0,1134.0,2020-04-20
Madagascar,93,0,0.0,0,11.0,1.0,0.0,2020-04-20
Monaco,84,3,1.0,0,5.0,4.0,0.0,2020-04-20
French Guiana,83,0,0.0,0,43.0,1.0,0.0,2020-04-20
Aruba,82,5,0.0,0,20.0,0.0,1008.0,2020-04-20
Liechtenstein,78,0,1.0,0,55.0,0.0,900.0,2020-04-20
Mali,74,15,7.0,0,22.0,0.0,0.0,2020-04-20
Togo,73,3,3.0,0,24.0,0.0,1747.0,2020-04-20
Barbados,66,3,3.0,0,11.0,4.0,694.0,2020-04-20
Jamaica,63,0,4.0,0,12.0,0.0,907.0,2020-04-20
Congo,60,15,5.0,0,5.0,0.0,0.0,2020-04-20
Ethiopia,56,1,2.0,0,4.0,2.0,2790.0,2020-04-20
Uganda,53,0,0.0,0,0.0,0.0,3310.0,2020-04-20
French Polynesia,51,0,0.0,0,0.0,0.0,744.0,2020-04-20
Bermuda,48,9,4.0,1,25.0,0.0,354.0,2020-04-20
Cayman Islands,45,0,1.0,0,6.0,0.0,479.0,2020-04-20
Macao,45,0,0.0,0,10.0,1.0,0.0,2020-04-20
Gabon,44,10,1.0,0,1.0,0.0,0.0,2020-04-20
Sint Maarten,43,3,6.0,0,1.0,2.0,112.0,2020-04-20
Bahamas,41,1,8.0,1,5.0,1.0,0.0,2020-04-20
Zambia,39,0,1.0,0,24.0,1.0,1239.0,2020-04-20
Guyana,37,0,6.0,0,8.0,4.0,145.0,2020-04-20
Guinea-Bissau,36,3,0.0,0,0.0,0.0,1500.0,2020-04-20
Eritrea,33,0,0.0,0,0.0,0.0,0.0,2020-04-20
Saint Martin,32,0,2.0,0,7.0,6.0,0.0,2020-04-20
Liberia,31,0,4.0,0,3.0,0.0,0.0,2020-04-20
Haiti,30,3,2.0,1,0.0,0.0,257.0,2020-04-20
Benin,26,0,1.0,0,5.0,0.0,0.0,2020-04-20
Tanzania,25,0,1.0,0,5.0,0.0,0.0,2020-04-20
Libya,24,3,1.0,0,8.0,0.0,492.0,2020-04-20
Myanmar,23,1,3.0,0,2.0,0.0,1246.0,2020-04-20
Angola,19,0,2.0,0,2.0,0.0,0.0,2020-04-20
Antigua and Barbuda,19,0,2.0,0,0.0,1.0,40.0,2020-04-20
Syria,19,0,2.0,0,4.0,0.0,0.0,2020-04-20
Maldives,19,0,0.0,0,13.0,0.0,0.0,2020-04-20
Equatorial Guinea,18,0,0.0,0,3.0,0.0,854.0,2020-04-20
New Caledonia,18,0,0.0,0,1.0,0.0,2320.0,2020-04-20
Mozambique,17,0,0.0,0,1.0,0.0,483.0,2020-04-20
Laos,16,1,0.0,0,0.0,0.0,903.0,2020-04-20
Mongolia,16,0,0.0,0,4.0,0.0,0.0,2020-04-20
Namibia,16,0,0.0,0,3.0,0.0,362.0,2020-04-20
Sudan,15,1,2.0,0,2.0,0.0,0.0,2020-04-20
Dominica,15,0,0.0,0,1.0,0.0,293.0,2020-04-20
Fiji,15,0,0.0,0,0.0,0.0,0.0,2020-04-20
Curaçao,14,0,1.0,0,7.0,0.0,0.0,2020-04-20
Saint Lucia,14,0,0.0,0,1.0,0.0,0.0,2020-04-20
Botswana,13,7,1.0,0,0.0,0.0,1154.0,2020-04-20
Somalia,12,0,1.0,0,1.0,0.0,0.0,2020-04-20
Grenada,12,0,0.0,0,0.0,2.0,45.0,2020-04-20
St. Vincent Grenadines,12,4,0.0,0,1.0,0.0,56.0,2020-04-20
Eswatini,12,0,0.0,0,7.0,0.0,0.0,2020-04-20
Zimbabwe,11,0,3.0,0,0.0,0.0,371.0,2020-04-20
Chad,11,1,0.0,0,2.0,0.0,0.0,2020-04-20
Greenland,11,0,0.0,0,11.0,0.0,770.0,2020-04-20
Saint Kitts and Nevis,11,0,0.0,0,0.0,0.0,183.0,2020-04-20
Seychelles,11,0,0.0,0,0.0,0.0,0.0,2020-04-20
Suriname,10,0,1.0,0,4.0,0.0,0.0,2020-04-20
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-20
Belize,9,1,1.0,0,0.0,1.0,364.0,2020-04-20
Nepal,9,0,0.0,0,1.0,0.0,2895.0,2020-04-20
Montserrat,9,0,0.0,0,0.0,1.0,36.0,2020-04-20
Malawi,8,0,1.0,0,0.0,1.0,0.0,2020-04-20
Turks and Caicos,8,0,1.0,0,0.0,0.0,61.0,2020-04-20
CAR,8,0,0.0,0,0.0,0.0,0.0,2020-04-20
Vatican City,8,0,0.0,0,2.0,0.0,0.0,2020-04-20
Cabo Verde,7,0,1.0,0,1.0,0.0,0.0,2020-04-20
Mauritania,7,1,1.0,0,2.0,0.0,258.0,2020-04-20
Nicaragua,7,1,1.0,0,0.0,0.0,0.0,2020-04-20
Sierra Leone,7,0,0.0,0,0.0,0.0,0.0,2020-04-20
St. Barth,6,0,0.0,0,1.0,0.0,0.0,2020-04-20
Bhutan,5,0,0.0,0,2.0,0.0,1166.0,2020-04-20
Falkland Islands,5,0,0.0,0,1.0,0.0,137.0,2020-04-20
Gambia,4,0,1.0,0,2.0,0.0,0.0,2020-04-20
Sao Tome and Principe,4,0,0.0,0,0.0,0.0,19.0,2020-04-20
Western Sahara,4,0,0.0,0,0.0,0.0,0.0,2020-04-20
Anguilla,3,0,0.0,0,0.0,0.0,0.0,2020-04-20
British Virgin Islands,3,0,0.0,0,0.0,0.0,0.0,2020-04-20
Burundi,3,0,0.0,0,0.0,0.0,0.0,2020-04-20
South Sudan,3,1,0.0,0,0.0,0.0,0.0,2020-04-20
Caribbean Netherlands,2,0,0.0,0,0.0,0.0,10.0,2020-04-20
Papua New Guinea,2,0,0.0,0,0.0,0.0,72.0,2020-04-20
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,2020-04-20
Timor-Leste,1,0,0.0,0,0.0,0.0,0.0,2020-04-20
Total:,1603694,85568,95693.0,7233,356437.0,49126.0,0.0,2020-04-20
World,1778043,79162,108749.0,6062,402496.0,50420.0,0.0,2020-04-21
USA,532092,29216,20562.0,1815,30298.0,11320.0,2671008.0,2020-04-21
Spain,163027,4754,16606.0,525,59109.0,7371.0,355000.0,2020-04-21
Italy,152271,4694,19468.0,619,32534.0,3381.0,963473.0,2020-04-21
France,129654,4785,13832.0,635,26391.0,6883.0,333807.0,2020-04-21
Germany,125452,3281,2871.0,135,57400.0,4895.0,1317887.0,2020-04-21
UK,78991,5233,9875.0,917,344.0,1559.0,334974.0,2020-04-21
Iran,70029,1837,4357.0,125,41947.0,3987.0,251703.0,2020-04-21
Turkey,52167,5138,1101.0,95,2965.0,1626.0,340380.0,2020-04-21
Belgium,28018,1351,3346.0,327,5986.0,1262.0,102151.0,2020-04-21
Switzerland,25107,556,1036.0,34,12100.0,386.0,190000.0,2020-04-21
Netherlands,24413,1316,2643.0,132,250.0,1384.0,101534.0,2020-04-21
Canada,23318,1170,653.0,84,6428.0,557.0,401552.0,2020-04-21
Brazil,20962,1173,1140.0,72,173.0,296.0,62985.0,2020-04-21
Portugal,15987,515,470.0,35,266.0,233.0,162798.0,2020-04-21
Austria,13806,246,337.0,18,6604.0,246.0,140975.0,2020-04-21
Russia,13584,1667,106.0,12,1045.0,8.0,1184442.0,2020-04-21
Israel,10743,335,101.0,6,1341.0,175.0,117339.0,2020-04-21
S. Korea,10480,30,211.0,3,7243.0,55.0,510479.0,2020-04-21
Sweden,10151,466,887.0,17,381.0,789.0,54700.0,2020-04-21
Ireland,8928,839,320.0,33,25.0,194.0,53000.0,2020-04-21
India,8446,846,288.0,39,969.0,0.0,189111.0,2020-04-21
Ecuador,7257,96,315.0,18,411.0,184.0,21568.0,2020-04-21
Chile,6927,426,73.0,8,1864.0,383.0,76374.0,2020-04-21
Peru,6848,951,181.0,12,1739.0,142.0,67712.0,2020-04-21
Norway,6409,95,119.0,6,32.0,67.0,124279.0,2020-04-21
Poland,6356,401,208.0,27,375.0,160.0,129560.0,2020-04-21
Australia,6303,65,56.0,2,3265.0,80.0,351380.0,2020-04-21
Japan,6005,0,99.0,0,762.0,109.0,64387.0,2020-04-21
Denmark,5996,177,260.0,13,1955.0,106.0,67771.0,2020-04-21
Romania,5990,523,291.0,21,758.0,208.0,59272.0,2020-04-21
Czechia,5902,170,129.0,10,411.0,92.0,120285.0,2020-04-21
Pakistan,5011,316,86.0,20,762.0,50.0,57836.0,2020-04-21
Malaysia,4530,184,73.0,3,1995.0,72.0,71897.0,2020-04-21
Philippines,4428,233,247.0,26,157.0,1.0,24500.0,2020-04-21
Saudi Arabia,4033,382,52.0,5,720.0,67.0,115585.0,2020-04-21
Mexico,3844,403,233.0,39,633.0,89.0,31492.0,2020-04-21
Indonesia,3842,330,327.0,21,286.0,0.0,19452.0,2020-04-21
UAE,3736,376,20.0,4,588.0,1.0,648195.0,2020-04-21
Serbia,3380,275,74.0,3,118.0,145.0,16399.0,2020-04-21
Luxembourg,3270,47,62.0,8,500.0,30.0,28965.0,2020-04-21
Panama,3234,260,79.0,5,23.0,104.0,14588.0,2020-04-21
Finland,2905,136,49.0,1,300.0,80.0,44354.0,2020-04-21
Dominican Republic,2759,139,135.0,9,108.0,147.0,8469.0,2020-04-21
Qatar,2728,216,6.0,0,247.0,37.0,47751.0,2020-04-21
Colombia,2709,236,100.0,20,214.0,92.0,40603.0,2020-04-21
Thailand,2518,45,35.0,2,1135.0,61.0,71860.0,2020-04-21
Ukraine,2511,308,73.0,4,79.0,45.0,26577.0,2020-04-21
Singapore,2299,191,8.0,1,528.0,31.0,72680.0,2020-04-21
Belarus,2226,245,23.0,4,172.0,72.0,53000.0,2020-04-21
Greece,2081,70,93.0,1,269.0,75.0,37344.0,2020-04-21
South Africa,2028,25,25.0,1,410.0,7.0,75053.0,2020-04-21
Argentina,1975,0,83.0,1,440.0,115.0,16379.0,2020-04-21
Egypt,1939,145,146.0,11,426.0,0.0,25000.0,2020-04-21
Algeria,1825,64,275.0,19,460.0,46.0,3359.0,2020-04-21
Iceland,1689,14,8.0,1,841.0,11.0,34635.0,2020-04-21
Moldova,1560,122,30.0,1,75.0,80.0,6271.0,2020-04-21
Morocco,1545,97,111.0,4,146.0,1.0,7734.0,2020-04-21
Croatia,1534,39,21.0,0,323.0,32.0,15691.0,2020-04-21
Iraq,1318,39,72.0,2,601.0,0.0,33889.0,2020-04-21
New Zealand,1312,29,4.0,2,422.0,5.0,58746.0,2020-04-21
Hungary,1310,120,85.0,8,115.0,17.0,31961.0,2020-04-21
Estonia,1304,46,24.0,0,93.0,11.0,29456.0,2020-04-21
Slovenia,1188,28,50.0,5,148.0,37.0,34279.0,2020-04-21
Kuwait,1154,161,1.0,0,133.0,27.0,0.0,2020-04-21
Azerbaijan,1058,67,11.0,1,200.0,27.0,61342.0,2020-04-21
Bahrain,1040,115,6.0,0,555.0,3.0,60425.0,2020-04-21
Lithuania,1026,27,23.0,1,54.0,14.0,38472.0,2020-04-21
Hong Kong,1001,11,4.0,0,336.0,14.0,96709.0,2020-04-21
Armenia,967,30,13.0,1,173.0,30.0,6484.0,2020-04-21
Bosnia and Herzegovina,946,45,37.0,1,139.0,4.0,6911.0,2020-04-21
Kazakhstan,865,53,10.0,0,81.0,21.0,61955.0,2020-04-21
Cameroon,820,0,12.0,0,98.0,0.0,0.0,2020-04-21
Uzbekistan,767,143,4.0,1,42.0,8.0,70000.0,2020-04-21
North Macedonia,760,49,34.0,2,41.0,15.0,7653.0,2020-04-21
Slovakia,728,13,2.0,0,23.0,5.0,25846.0,2020-04-21
Diamond Princess,712,0,11.0,0,619.0,10.0,0.0,2020-04-21
Tunisia,685,14,28.0,3,43.0,85.0,10676.0,2020-04-21
Bulgaria,661,26,28.0,3,62.0,32.0,18502.0,2020-04-21
Latvia,630,18,3.0,0,16.0,2.0,27796.0,2020-04-21
Cuba,620,56,16.0,1,77.0,11.0,13162.0,2020-04-21
Lebanon,619,10,20.0,0,77.0,34.0,14055.0,2020-04-21
Cyprus,616,21,10.0,0,61.0,8.0,17119.0,2020-04-21
Andorra,601,0,26.0,0,71.0,17.0,1673.0,2020-04-21
Costa Rica,577,19,3.0,0,49.0,13.0,6608.0,2020-04-21
Afghanistan,555,34,18.0,3,32.0,0.0,0.0,2020-04-21
Oman,546,62,3.0,0,109.0,3.0,0.0,2020-04-21
Ivory Coast,533,53,4.0,1,58.0,0.0,0.0,2020-04-21
